brand,Country,Date,ParsedDate,interest,Geo
DemoBrand,United Kingdom,2024-03-27,2024-03-27,22.61,GB
DemoBrand,United Kingdom,2024-03-28,2024-03-28,17.03,GB
DemoBrand,United Kingdom,2024-03-29,2024-03-29,14.73,GB
DemoBrand,United Kingdom,2024-03-30,2024-03-30,14.83,GB
DemoBrand,United Kingdom,2024-03-31,2024-03-31,18.21,GB
DemoBrand,United Kingdom,2024-04-01,2024-04-01,17.81,GB
DemoBrand,United Kingdom,2024-04-02,2024-04-02,17.11,GB
DemoBrand,United Kingdom,2024-04-03,2024-04-03,19.38,GB
DemoBrand,United Kingdom,2024-04-04,2024-04-04,11.23,GB
DemoBrand,United Kingdom,2024-04-05,2024-04-05,17.0,GB
DemoBrand,United Kingdom,2024-04-06,2024-04-06,19.0,GB
DemoBrand,United Kingdom,2024-04-07,2024-04-07,13.3,GB
DemoBrand,United Kingdom,2024-04-08,2024-04-08,14.52,GB
DemoBrand,United Kingdom,2024-04-09,2024-04-09,13.52,GB
DemoBrand,United Kingdom,2024-04-10,2024-04-10,13.02,GB
DemoBrand,United Kingdom,2024-04-11,2024-04-11,13.98,GB
DemoBrand,United Kingdom,2024-04-12,2024-04-12,17.35,GB
DemoBrand,United Kingdom,2024-04-13,2024-04-13,18.07,GB
DemoBrand,United Kingdom,2024-04-14,2024-04-14,13.67,GB
DemoBrand,United Kingdom,2024-04-15,2024-04-15,18.14,GB
DemoBrand,United Kingdom,2024-04-16,2024-04-16,14.44,GB
DemoBrand,United Kingdom,2024-04-17,2024-04-17,17.95,GB
DemoBrand,United Kingdom,2024-04-18,2024-04-18,14.38,GB
DemoBrand,United Kingdom,2024-04-19,2024-04-19,14.99,GB
DemoBrand,United Kingdom,2024-04-20,2024-04-20,15.66,GB
DemoBrand,United Kingdom,2024-04-21,2024-04-21,21.53,GB
DemoBrand,United Kingdom,2024-04-22,2024-04-22,17.15,GB
DemoBrand,United Kingdom,2024-04-23,2024-04-23,14.34,GB
DemoBrand,United Kingdom,2024-04-24,2024-04-24,18.03,GB
DemoBrand,United Kingdom,2024-04-25,2024-04-25,15.73,GB
DemoBrand,United Kingdom,2024-04-26,2024-04-26,15.86,GB
DemoBrand,United Kingdom,2024-04-27,2024-04-27,19.06,GB
DemoBrand,United Kingdom,2024-04-28,2024-04-28,17.72,GB
DemoBrand,United Kingdom,2024-04-29,2024-04-29,18.64,GB
DemoBrand,United Kingdom,2024-04-30,2024-04-30,18.54,GB
DemoBrand,United Kingdom,2024-05-01,2024-05-01,19.61,GB
DemoBrand,United Kingdom,2024-05-02,2024-05-02,20.22,GB
DemoBrand,United Kingdom,2024-05-03,2024-05-03,15.91,GB
DemoBrand,United Kingdom,2024-05-04,2024-05-04,21.52,GB
DemoBrand,United Kingdom,2024-05-05,2024-05-05,18.61,GB
DemoBrand,United Kingdom,2024-05-06,2024-05-06,18.05,GB
DemoBrand,United Kingdom,2024-05-07,2024-05-07,21.15,GB
DemoBrand,United Kingdom,2024-05-08,2024-05-08,21.75,GB
DemoBrand,United Kingdom,2024-05-09,2024-05-09,20.47,GB
DemoBrand,United Kingdom,2024-05-10,2024-05-10,23.76,GB
DemoBrand,United Kingdom,2024-05-11,2024-05-11,19.61,GB
DemoBrand,United Kingdom,2024-05-12,2024-05-12,21.65,GB
DemoBrand,United Kingdom,2024-05-13,2024-05-13,21.41,GB
DemoBrand,United Kingdom,2024-05-14,2024-05-14,22.56,GB
DemoBrand,United Kingdom,2024-05-15,2024-05-15,23.25,GB
DemoBrand,United Kingdom,2024-05-16,2024-05-16,20.67,GB
DemoBrand,United Kingdom,2024-05-17,2024-05-17,24.08,GB
DemoBrand,United Kingdom,2024-05-18,2024-05-18,22.66,GB
DemoBrand,United Kingdom,2024-05-19,2024-05-19,18.61,GB
DemoBrand,United Kingdom,2024-05-20,2024-05-20,18.3,GB
DemoBrand,United Kingdom,2024-05-21,2024-05-21,21.97,GB
DemoBrand,United Kingdom,2024-05-22,2024-05-22,21.31,GB
DemoBrand,United Kingdom,2024-05-23,2024-05-23,21.26,GB
DemoBrand,United Kingdom,2024-05-24,2024-05-24,21.09,GB
DemoBrand,United Kingdom,2024-05-25,2024-05-25,29.11,GB
DemoBrand,United Kingdom,2024-05-26,2024-05-26,27.94,GB
DemoBrand,United Kingdom,2024-05-27,2024-05-27,26.09,GB
DemoBrand,United Kingdom,2024-05-28,2024-05-28,23.39,GB
DemoBrand,United Kingdom,2024-05-29,2024-05-29,24.71,GB
DemoBrand,United Kingdom,2024-05-30,2024-05-30,26.1,GB
DemoBrand,United Kingdom,2024-05-31,2024-05-31,27.13,GB
DemoBrand,United Kingdom,2024-06-01,2024-06-01,22.0,GB
DemoBrand,United Kingdom,2024-06-02,2024-06-02,19.08,GB
DemoBrand,United Kingdom,2024-06-03,2024-06-03,18.93,GB
DemoBrand,United Kingdom,2024-06-04,2024-06-04,22.8,GB
DemoBrand,United Kingdom,2024-06-05,2024-06-05,23.56,GB
DemoBrand,United Kingdom,2024-06-06,2024-06-06,21.26,GB
DemoBrand,United Kingdom,2024-06-07,2024-06-07,22.95,GB
DemoBrand,United Kingdom,2024-06-08,2024-06-08,20.99,GB
DemoBrand,United Kingdom,2024-06-09,2024-06-09,23.59,GB
DemoBrand,United Kingdom,2024-06-10,2024-06-10,21.34,GB
DemoBrand,United Kingdom,2024-06-11,2024-06-11,20.03,GB
DemoBrand,United Kingdom,2024-06-12,2024-06-12,24.37,GB
DemoBrand,United Kingdom,2024-06-13,2024-06-13,18.1,GB
DemoBrand,United Kingdom,2024-06-14,2024-06-14,23.4,GB
DemoBrand,United Kingdom,2024-06-15,2024-06-15,21.97,GB
DemoBrand,United Kingdom,2024-06-16,2024-06-16,22.24,GB
DemoBrand,United Kingdom,2024-06-17,2024-06-17,24.6,GB
DemoBrand,United Kingdom,2024-06-18,2024-06-18,20.73,GB
DemoBrand,United Kingdom,2024-06-19,2024-06-19,26.24,GB
DemoBrand,United Kingdom,2024-06-20,2024-06-20,21.19,GB
DemoBrand,United Kingdom,2024-06-21,2024-06-21,20.85,GB
DemoBrand,United Kingdom,2024-06-22,2024-06-22,23.84,GB
DemoBrand,United Kingdom,2024-06-23,2024-06-23,21.82,GB
DemoBrand,United Kingdom,2024-06-24,2024-06-24,23.77,GB
DemoBrand,United Kingdom,2024-06-25,2024-06-25,26.36,GB
DemoBrand,United Kingdom,2024-06-26,2024-06-26,25.28,GB
DemoBrand,United Kingdom,2024-06-27,2024-06-27,24.08,GB
DemoBrand,United Kingdom,2024-06-28,2024-06-28,26.74,GB
DemoBrand,United Kingdom,2024-06-29,2024-06-29,28.15,GB
DemoBrand,United Kingdom,2024-06-30,2024-06-30,28.52,GB
DemoBrand,United Kingdom,2024-07-01,2024-07-01,29.33,GB
DemoBrand,United Kingdom,2024-07-02,2024-07-02,30.17,GB
DemoBrand,United Kingdom,2024-07-03,2024-07-03,23.51,GB
DemoBrand,United Kingdom,2024-07-04,2024-07-04,28.42,GB
DemoBrand,United Kingdom,2024-07-05,2024-07-05,24.36,GB
DemoBrand,United Kingdom,2024-07-06,2024-07-06,26.82,GB
DemoBrand,United Kingdom,2024-07-07,2024-07-07,28.53,GB
DemoBrand,United Kingdom,2024-07-08,2024-07-08,28.89,GB
DemoBrand,United Kingdom,2024-07-09,2024-07-09,33.41,GB
DemoBrand,United Kingdom,2024-07-10,2024-07-10,27.95,GB
DemoBrand,United Kingdom,2024-07-11,2024-07-11,30.57,GB
DemoBrand,United Kingdom,2024-07-12,2024-07-12,31.4,GB
DemoBrand,United Kingdom,2024-07-13,2024-07-13,30.92,GB
DemoBrand,United Kingdom,2024-07-14,2024-07-14,30.17,GB
DemoBrand,United Kingdom,2024-07-15,2024-07-15,30.45,GB
DemoBrand,United Kingdom,2024-07-16,2024-07-16,31.87,GB
DemoBrand,United Kingdom,2024-07-17,2024-07-17,31.03,GB
DemoBrand,United Kingdom,2024-07-18,2024-07-18,30.57,GB
DemoBrand,United Kingdom,2024-07-19,2024-07-19,31.53,GB
DemoBrand,United Kingdom,2024-07-20,2024-07-20,25.44,GB
DemoBrand,United Kingdom,2024-07-21,2024-07-21,28.22,GB
DemoBrand,United Kingdom,2024-07-22,2024-07-22,29.5,GB
DemoBrand,United Kingdom,2024-07-23,2024-07-23,29.23,GB
DemoBrand,United Kingdom,2024-07-24,2024-07-24,28.59,GB
DemoBrand,United Kingdom,2024-07-25,2024-07-25,27.47,GB
DemoBrand,United Kingdom,2024-07-26,2024-07-26,28.96,GB
DemoBrand,United Kingdom,2024-07-27,2024-07-27,30.13,GB
DemoBrand,United Kingdom,2024-07-28,2024-07-28,26.91,GB
DemoBrand,United Kingdom,2024-07-29,2024-07-29,23.01,GB
DemoBrand,United Kingdom,2024-07-30,2024-07-30,25.45,GB
DemoBrand,United Kingdom,2024-07-31,2024-07-31,20.72,GB
DemoBrand,United Kingdom,2024-08-01,2024-08-01,23.0,GB
DemoBrand,United Kingdom,2024-08-02,2024-08-02,16.95,GB
DemoBrand,United Kingdom,2024-08-03,2024-08-03,19.62,GB
DemoBrand,United Kingdom,2024-08-04,2024-08-04,25.59,GB
DemoBrand,United Kingdom,2024-08-05,2024-08-05,23.87,GB
DemoBrand,United Kingdom,2024-08-06,2024-08-06,21.37,GB
DemoBrand,United Kingdom,2024-08-07,2024-08-07,22.18,GB
DemoBrand,United Kingdom,2024-08-08,2024-08-08,27.38,GB
DemoBrand,United Kingdom,2024-08-09,2024-08-09,21.48,GB
DemoBrand,United Kingdom,2024-08-10,2024-08-10,27.37,GB
DemoBrand,United Kingdom,2024-08-11,2024-08-11,20.95,GB
DemoBrand,United Kingdom,2024-08-12,2024-08-12,24.35,GB
DemoBrand,United Kingdom,2024-08-13,2024-08-13,24.84,GB
DemoBrand,United Kingdom,2024-08-14,2024-08-14,22.1,GB
DemoBrand,United Kingdom,2024-08-15,2024-08-15,20.44,GB
DemoBrand,United Kingdom,2024-08-16,2024-08-16,20.82,GB
DemoBrand,United Kingdom,2024-08-17,2024-08-17,16.09,GB
DemoBrand,United Kingdom,2024-08-18,2024-08-18,13.64,GB
DemoBrand,United Kingdom,2024-08-19,2024-08-19,16.09,GB
DemoBrand,United Kingdom,2024-08-20,2024-08-20,15.4,GB
DemoBrand,United Kingdom,2024-08-21,2024-08-21,19.04,GB
DemoBrand,United Kingdom,2024-08-22,2024-08-22,17.6,GB
DemoBrand,United Kingdom,2024-08-23,2024-08-23,17.32,GB
DemoBrand,United Kingdom,2024-08-24,2024-08-24,18.06,GB
DemoBrand,United Kingdom,2024-08-25,2024-08-25,19.12,GB
DemoBrand,United Kingdom,2024-08-26,2024-08-26,20.33,GB
DemoBrand,United Kingdom,2024-08-27,2024-08-27,17.52,GB
DemoBrand,United Kingdom,2024-08-28,2024-08-28,17.87,GB
DemoBrand,United Kingdom,2024-08-29,2024-08-29,22.59,GB
DemoBrand,United Kingdom,2024-08-30,2024-08-30,19.98,GB
DemoBrand,United Kingdom,2024-08-31,2024-08-31,18.39,GB
DemoBrand,United Kingdom,2024-09-01,2024-09-01,22.51,GB
DemoBrand,United Kingdom,2024-09-02,2024-09-02,22.94,GB
DemoBrand,United Kingdom,2024-09-03,2024-09-03,19.31,GB
DemoBrand,United Kingdom,2024-09-04,2024-09-04,23.17,GB
DemoBrand,United Kingdom,2024-09-05,2024-09-05,24.49,GB
DemoBrand,United Kingdom,2024-09-06,2024-09-06,24.04,GB
DemoBrand,United Kingdom,2024-09-07,2024-09-07,24.8,GB
DemoBrand,United Kingdom,2024-09-08,2024-09-08,20.93,GB
DemoBrand,United Kingdom,2024-09-09,2024-09-09,24.56,GB
DemoBrand,United Kingdom,2024-09-10,2024-09-10,23.41,GB
DemoBrand,United Kingdom,2024-09-11,2024-09-11,23.13,GB
DemoBrand,United Kingdom,2024-09-12,2024-09-12,25.87,GB
DemoBrand,United Kingdom,2024-09-13,2024-09-13,27.08,GB
DemoBrand,United Kingdom,2024-09-14,2024-09-14,27.65,GB
DemoBrand,United Kingdom,2024-09-15,2024-09-15,26.6,GB
DemoBrand,United Kingdom,2024-09-16,2024-09-16,23.61,GB
DemoBrand,United Kingdom,2024-09-17,2024-09-17,24.36,GB
DemoBrand,United Kingdom,2024-09-18,2024-09-18,24.97,GB
DemoBrand,United Kingdom,2024-09-19,2024-09-19,23.43,GB
DemoBrand,United Kingdom,2024-09-20,2024-09-20,23.16,GB
DemoBrand,United Kingdom,2024-09-21,2024-09-21,24.24,GB
DemoBrand,United Kingdom,2024-09-22,2024-09-22,22.13,GB
DemoBrand,United Kingdom,2024-09-23,2024-09-23,20.43,GB
DemoBrand,United Kingdom,2024-09-24,2024-09-24,20.68,GB
DemoBrand,United Kingdom,2024-09-25,2024-09-25,22.38,GB
DemoBrand,United Kingdom,2024-09-26,2024-09-26,20.72,GB
DemoBrand,United Kingdom,2024-09-27,2024-09-27,20.99,GB
DemoBrand,United Kingdom,2024-09-28,2024-09-28,21.24,GB
DemoBrand,United Kingdom,2024-09-29,2024-09-29,18.75,GB
DemoBrand,United Kingdom,2024-09-30,2024-09-30,20.62,GB
DemoBrand,United Kingdom,2024-10-01,2024-10-01,19.49,GB
DemoBrand,United Kingdom,2024-10-02,2024-10-02,15.9,GB
DemoBrand,United Kingdom,2024-10-03,2024-10-03,20.91,GB
DemoBrand,United Kingdom,2024-10-04,2024-10-04,16.71,GB
DemoBrand,United Kingdom,2024-10-05,2024-10-05,14.12,GB
DemoBrand,United Kingdom,2024-10-06,2024-10-06,15.09,GB
DemoBrand,United Kingdom,2024-10-07,2024-10-07,14.92,GB
DemoBrand,United Kingdom,2024-10-08,2024-10-08,16.89,GB
DemoBrand,United Kingdom,2024-10-09,2024-10-09,16.1,GB
DemoBrand,United Kingdom,2024-10-10,2024-10-10,15.88,GB
DemoBrand,United Kingdom,2024-10-11,2024-10-11,17.74,GB
DemoBrand,United Kingdom,2024-10-12,2024-10-12,17.17,GB
DemoBrand,United Kingdom,2024-10-13,2024-10-13,17.15,GB
DemoBrand,United Kingdom,2024-10-14,2024-10-14,17.42,GB
DemoBrand,United Kingdom,2024-10-15,2024-10-15,17.95,GB
DemoBrand,United Kingdom,2024-10-16,2024-10-16,12.67,GB
DemoBrand,United Kingdom,2024-10-17,2024-10-17,16.36,GB
DemoBrand,United Kingdom,2024-10-18,2024-10-18,12.96,GB
DemoBrand,United Kingdom,2024-10-19,2024-10-19,17.67,GB
DemoBrand,United Kingdom,2024-10-20,2024-10-20,17.9,GB
DemoBrand,United Kingdom,2024-10-21,2024-10-21,20.34,GB
DemoBrand,United Kingdom,2024-10-22,2024-10-22,20.98,GB
DemoBrand,United Kingdom,2024-10-23,2024-10-23,19.4,GB
DemoBrand,United Kingdom,2024-10-24,2024-10-24,18.4,GB
DemoBrand,United Kingdom,2024-10-25,2024-10-25,20.78,GB
DemoBrand,United Kingdom,2024-10-26,2024-10-26,19.18,GB
DemoBrand,United Kingdom,2024-10-27,2024-10-27,20.67,GB
DemoBrand,United Kingdom,2024-10-28,2024-10-28,23.07,GB
DemoBrand,United Kingdom,2024-10-29,2024-10-29,20.41,GB
DemoBrand,United Kingdom,2024-10-30,2024-10-30,23.55,GB
DemoBrand,United Kingdom,2024-10-31,2024-10-31,23.7,GB
DemoBrand,United Kingdom,2024-11-01,2024-11-01,20.82,GB
DemoBrand,United Kingdom,2024-11-02,2024-11-02,25.04,GB
DemoBrand,United Kingdom,2024-11-03,2024-11-03,24.83,GB
DemoBrand,United Kingdom,2024-11-04,2024-11-04,23.94,GB
DemoBrand,United Kingdom,2024-11-05,2024-11-05,22.49,GB
DemoBrand,United Kingdom,2024-11-06,2024-11-06,22.53,GB
DemoBrand,United Kingdom,2024-11-07,2024-11-07,23.38,GB
DemoBrand,United Kingdom,2024-11-08,2024-11-08,25.7,GB
DemoBrand,United Kingdom,2024-11-09,2024-11-09,22.83,GB
DemoBrand,United Kingdom,2024-11-10,2024-11-10,25.69,GB
DemoBrand,United Kingdom,2024-11-11,2024-11-11,22.36,GB
DemoBrand,United Kingdom,2024-11-12,2024-11-12,24.43,GB
DemoBrand,United Kingdom,2024-11-13,2024-11-13,25.0,GB
DemoBrand,United Kingdom,2024-11-14,2024-11-14,29.58,GB
DemoBrand,United Kingdom,2024-11-15,2024-11-15,21.8,GB
DemoBrand,United Kingdom,2024-11-16,2024-11-16,27.32,GB
DemoBrand,United Kingdom,2024-11-17,2024-11-17,24.46,GB
DemoBrand,United Kingdom,2024-11-18,2024-11-18,24.73,GB
DemoBrand,United Kingdom,2024-11-19,2024-11-19,23.86,GB
DemoBrand,United Kingdom,2024-11-20,2024-11-20,24.2,GB
DemoBrand,United Kingdom,2024-11-21,2024-11-21,22.66,GB
DemoBrand,United Kingdom,2024-11-22,2024-11-22,25.52,GB
DemoBrand,United Kingdom,2024-11-23,2024-11-23,21.32,GB
DemoBrand,United Kingdom,2024-11-24,2024-11-24,24.1,GB
DemoBrand,United Kingdom,2024-11-25,2024-11-25,20.15,GB
DemoBrand,United Kingdom,2024-11-26,2024-11-26,20.91,GB
DemoBrand,United Kingdom,2024-11-27,2024-11-27,18.48,GB
DemoBrand,United Kingdom,2024-11-28,2024-11-28,21.13,GB
DemoBrand,United Kingdom,2024-11-29,2024-11-29,22.72,GB
DemoBrand,United Kingdom,2024-11-30,2024-11-30,19.29,GB
DemoBrand,United Kingdom,2024-12-01,2024-12-01,18.69,GB
DemoBrand,United Kingdom,2024-12-02,2024-12-02,16.52,GB
DemoBrand,United Kingdom,2024-12-03,2024-12-03,17.98,GB
DemoBrand,United Kingdom,2024-12-04,2024-12-04,14.97,GB
DemoBrand,United Kingdom,2024-12-05,2024-12-05,16.07,GB
DemoBrand,United Kingdom,2024-12-06,2024-12-06,18.14,GB
DemoBrand,United Kingdom,2024-12-07,2024-12-07,20.14,GB
DemoBrand,United Kingdom,2024-12-08,2024-12-08,22.99,GB
DemoBrand,United Kingdom,2024-12-09,2024-12-09,16.1,GB
DemoBrand,United Kingdom,2024-12-10,2024-12-10,20.09,GB
DemoBrand,United Kingdom,2024-12-11,2024-12-11,17.7,GB
DemoBrand,United Kingdom,2024-12-12,2024-12-12,16.94,GB
DemoBrand,United Kingdom,2024-12-13,2024-12-13,18.18,GB
DemoBrand,United Kingdom,2024-12-14,2024-12-14,17.56,GB
DemoBrand,United Kingdom,2024-12-15,2024-12-15,17.82,GB
DemoBrand,United Kingdom,2024-12-16,2024-12-16,16.99,GB
DemoBrand,United Kingdom,2024-12-17,2024-12-17,15.25,GB
DemoBrand,United Kingdom,2024-12-18,2024-12-18,15.23,GB
DemoBrand,United Kingdom,2024-12-19,2024-12-19,19.93,GB
DemoBrand,United Kingdom,2024-12-20,2024-12-20,18.41,GB
DemoBrand,United Kingdom,2024-12-21,2024-12-21,18.14,GB
DemoBrand,United Kingdom,2024-12-22,2024-12-22,19.73,GB
DemoBrand,United Kingdom,2024-12-23,2024-12-23,21.71,GB
DemoBrand,United Kingdom,2024-12-24,2024-12-24,20.89,GB
DemoBrand,United Kingdom,2024-12-25,2024-12-25,19.65,GB
DemoBrand,United Kingdom,2024-12-26,2024-12-26,23.84,GB
DemoBrand,United Kingdom,2024-12-27,2024-12-27,24.98,GB
DemoBrand,United Kingdom,2024-12-28,2024-12-28,23.23,GB
DemoBrand,United Kingdom,2024-12-29,2024-12-29,24.61,GB
DemoBrand,Germany,2024-01-01,2024-01-01,19.87,DE
DemoBrand,Germany,2024-01-02,2024-01-02,20.16,DE
DemoBrand,Germany,2024-01-03,2024-01-03,19.9,DE
DemoBrand,Germany,2024-01-04,2024-01-04,24.07,DE
DemoBrand,Germany,2024-01-05,2024-01-05,26.5,DE
DemoBrand,Germany,2024-01-06,2024-01-06,24.6,DE
DemoBrand,Germany,2024-01-07,2024-01-07,20.46,DE
DemoBrand,Germany,2024-01-08,2024-01-08,24.94,DE
DemoBrand,Germany,2024-01-09,2024-01-09,25.3,DE
DemoBrand,Germany,2024-01-10,2024-01-10,30.09,DE
DemoBrand,Germany,2024-01-11,2024-01-11,23.22,DE
DemoBrand,Germany,2024-01-12,2024-01-12,25.55,DE
DemoBrand,Germany,2024-01-13,2024-01-13,29.9,DE
DemoBrand,Germany,2024-01-14,2024-01-14,27.5,DE
DemoBrand,Germany,2024-01-15,2024-01-15,27.8,DE
DemoBrand,Germany,2024-01-16,2024-01-16,26.94,DE
DemoBrand,Germany,2024-01-17,2024-01-17,27.35,DE
DemoBrand,Germany,2024-01-18,2024-01-18,28.19,DE
DemoBrand,Germany,2024-01-19,2024-01-19,24.92,DE
DemoBrand,Germany,2024-01-20,2024-01-20,28.15,DE
DemoBrand,Germany,2024-01-21,2024-01-21,23.46,DE
DemoBrand,Germany,2024-01-22,2024-01-22,26.65,DE
DemoBrand,Germany,2024-01-23,2024-01-23,26.09,DE
DemoBrand,Germany,2024-01-24,2024-01-24,24.21,DE
DemoBrand,Germany,2024-01-25,2024-01-25,25.08,DE
DemoBrand,Germany,2024-01-26,2024-01-26,23.54,DE
DemoBrand,Germany,2024-01-27,2024-01-27,22.28,DE
DemoBrand,Germany,2024-01-28,2024-01-28,23.33,DE
DemoBrand,Germany,2024-01-29,2024-01-29,21.43,DE
DemoBrand,Germany,2024-01-30,2024-01-30,23.88,DE
DemoBrand,Germany,2024-01-31,2024-01-31,20.53,DE
DemoBrand,Germany,2024-02-01,2024-02-01,23.84,DE
DemoBrand,Germany,2024-02-02,2024-02-02,19.65,DE
DemoBrand,Germany,2024-02-03,2024-02-03,20.48,DE
DemoBrand,Germany,2024-02-04,2024-02-04,19.98,DE
DemoBrand,Germany,2024-02-05,2024-02-05,23.52,DE
DemoBrand,Germany,2024-02-06,2024-02-06,21.18,DE
DemoBrand,Germany,2024-02-07,2024-02-07,19.78,DE
DemoBrand,Germany,2024-02-08,2024-02-08,20.91,DE
DemoBrand,Germany,2024-02-09,2024-02-09,15.45,DE
DemoBrand,Germany,2024-02-10,2024-02-10,19.35,DE
DemoBrand,Germany,2024-02-11,2024-02-11,23.25,DE
DemoBrand,Germany,2024-02-12,2024-02-12,19.38,DE
DemoBrand,Germany,2024-02-13,2024-02-13,19.15,DE
DemoBrand,Germany,2024-02-14,2024-02-14,20.06,DE
DemoBrand,Germany,2024-02-15,2024-02-15,20.74,DE
DemoBrand,Germany,2024-02-16,2024-02-16,14.98,DE
DemoBrand,Germany,2024-02-17,2024-02-17,15.68,DE
DemoBrand,Germany,2024-02-18,2024-02-18,19.59,DE
DemoBrand,Germany,2024-02-19,2024-02-19,17.89,DE
DemoBrand,Germany,2024-02-20,2024-02-20,22.14,DE
DemoBrand,Germany,2024-02-21,2024-02-21,19.13,DE
DemoBrand,Germany,2024-02-22,2024-02-22,16.16,DE
DemoBrand,Germany,2024-02-23,2024-02-23,17.8,DE
DemoBrand,Germany,2024-02-24,2024-02-24,15.17,DE
DemoBrand,Germany,2024-02-25,2024-02-25,20.56,DE
DemoBrand,Germany,2024-02-26,2024-02-26,21.03,DE
DemoBrand,Germany,2024-02-27,2024-02-27,20.96,DE
DemoBrand,Germany,2024-02-28,2024-02-28,24.37,DE
DemoBrand,Germany,2024-02-29,2024-02-29,25.04,DE
DemoBrand,Germany,2024-03-01,2024-03-01,22.72,DE
DemoBrand,Germany,2024-03-02,2024-03-02,19.22,DE
DemoBrand,Germany,2024-03-03,2024-03-03,25.15,DE
DemoBrand,Germany,2024-03-04,2024-03-04,25.44,DE
DemoBrand,Germany,2024-03-05,2024-03-05,25.34,DE
DemoBrand,Germany,2024-03-06,2024-03-06,27.07,DE
DemoBrand,Germany,2024-03-07,2024-03-07,23.13,DE
DemoBrand,Germany,2024-03-08,2024-03-08,29.81,DE
DemoBrand,Germany,2024-03-09,2024-03-09,24.18,DE
DemoBrand,Germany,2024-03-10,2024-03-10,27.87,DE
DemoBrand,Germany,2024-03-11,2024-03-11,23.23,DE
DemoBrand,Germany,2024-03-12,2024-03-12,24.95,DE
DemoBrand,Germany,2024-03-13,2024-03-13,30.0,DE
DemoBrand,Germany,2024-03-14,2024-03-14,26.56,DE
DemoBrand,Germany,2024-03-15,2024-03-15,28.83,DE
DemoBrand,Germany,2024-03-16,2024-03-16,27.66,DE
DemoBrand,Germany,2024-03-17,2024-03-17,26.96,DE
DemoBrand,Germany,2024-03-18,2024-03-18,29.84,DE
DemoBrand,Germany,2024-03-19,2024-03-19,26.54,DE
DemoBrand,Germany,2024-03-20,2024-03-20,23.31,DE
DemoBrand,Germany,2024-03-21,2024-03-21,25.08,DE
DemoBrand,Germany,2024-03-22,2024-03-22,27.57,DE
DemoBrand,Germany,2024-03-23,2024-03-23,27.0,DE
DemoBrand,Germany,2024-03-24,2024-03-24,22.79,DE
DemoBrand,Germany,2024-03-25,2024-03-25,24.16,DE
DemoBrand,Germany,2024-03-26,2024-03-26,24.1,DE
DemoBrand,Germany,2024-03-27,2024-03-27,24.17,DE
DemoBrand,Germany,2024-03-28,2024-03-28,21.76,DE
DemoBrand,Germany,2024-03-29,2024-03-29,22.86,DE
DemoBrand,Germany,2024-03-30,2024-03-30,22.26,DE
DemoBrand,Germany,2024-03-31,2024-03-31,24.85,DE
DemoBrand,Germany,2024-04-01,2024-04-01,24.51,DE
DemoBrand,Germany,2024-04-02,2024-04-02,22.2,DE
DemoBrand,Germany,2024-04-03,2024-04-03,21.31,DE
DemoBrand,Germany,2024-04-04,2024-04-04,21.99,DE
DemoBrand,Germany,2024-04-05,2024-04-05,19.71,DE
DemoBrand,Germany,2024-04-06,2024-04-06,18.71,DE
DemoBrand,Germany,2024-04-07,2024-04-07,18.8,DE
DemoBrand,Germany,2024-04-08,2024-04-08,19.13,DE
DemoBrand,Germany,2024-04-09,2024-04-09,17.81,DE
DemoBrand,Germany,2024-04-10,2024-04-10,20.24,DE
DemoBrand,Germany,2024-04-11,2024-04-11,21.2,DE
DemoBrand,Germany,2024-04-12,2024-04-12,16.42,DE
DemoBrand,Germany,2024-04-13,2024-04-13,19.54,DE
DemoBrand,Germany,2024-04-14,2024-04-14,19.0,DE
DemoBrand,Germany,2024-04-15,2024-04-15,20.11,DE
DemoBrand,Germany,2024-04-16,2024-04-16,19.43,DE
DemoBrand,Germany,2024-04-17,2024-04-17,16.62,DE
DemoBrand,Germany,2024-04-18,2024-04-18,17.12,DE
DemoBrand,Germany,2024-04-19,2024-04-19,19.86,DE
DemoBrand,Germany,2024-04-20,2024-04-20,22.06,DE
DemoBrand,Germany,2024-04-21,2024-04-21,15.81,DE
DemoBrand,Germany,2024-04-22,2024-04-22,21.2,DE
DemoBrand,Germany,2024-04-23,2024-04-23,23.19,DE
DemoBrand,Germany,2024-04-24,2024-04-24,20.84,DE
DemoBrand,Germany,2024-04-25,2024-04-25,22.6,DE
DemoBrand,Germany,2024-04-26,2024-04-26,20.48,DE
DemoBrand,Germany,2024-04-27,2024-04-27,22.04,DE
DemoBrand,Germany,2024-04-28,2024-04-28,19.45,DE
DemoBrand,Germany,2024-04-29,2024-04-29,18.43,DE
DemoBrand,Germany,2024-04-30,2024-04-30,25.43,DE
DemoBrand,Germany,2024-05-01,2024-05-01,22.0,DE
DemoBrand,Germany,2024-05-02,2024-05-02,23.48,DE
DemoBrand,Germany,2024-05-03,2024-05-03,22.03,DE
DemoBrand,Germany,2024-05-04,2024-05-04,22.38,DE
DemoBrand,Germany,2024-05-05,2024-05-05,25.23,DE
DemoBrand,Germany,2024-05-06,2024-05-06,24.48,DE
DemoBrand,Germany,2024-05-07,2024-05-07,27.03,DE
DemoBrand,Germany,2024-05-08,2024-05-08,27.48,DE
DemoBrand,Germany,2024-05-09,2024-05-09,27.49,DE
DemoBrand,Germany,2024-05-10,2024-05-10,27.56,DE
DemoBrand,Germany,2024-05-11,2024-05-11,30.44,DE
